STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; STRUKTUR_VERSION; LUFTTEMPERATUR; REL_FEUCHTE; eor                                                                                                          
    13667;  2018122706;   2;0;   -2.6;   90;eor                                                                                                                                                         
    13667;  2018122707;   2;0;   -2.2;   94;eor                                                                                                                                                         
    13667;  2018122708;   2;0;   -2.7;   88;eor                                                                                                                                                         
    13667;  2018122709;   2;0;   -2.0;   88;eor                                                                                                                                                         
    13667;  2018122710;   2;0;   -2.1;   91;eor                                                                                                                                                         
    13667;  2018122711;   2;0;   -1.3;   89;eor                                                                                                                                                         
    13667;  2018122712;   2;0;    -.6;   88;eor                                                                                                                                                         
    13667;  2018122713;   2;0;    -.3;   87;eor                                                                                                                                                         
    13667;  2018122714;   2;0;     .3;   83;eor                                                                                                                                                         
    13667;  2018122715;   2;0;     .8;   83;eor                                                                                                                                                         
    13667;  2018122716;   2;0;     .7;   87;eor                                                                                                                                                         
    13667;  2018122717;   2;0;     .8;   85;eor                                                                                                                                                         
    13667;  2018122718;   2;0;     .4;   89;eor                                                                                                                                                         
    13667;  2018122719;   2;0;     .6;   87;eor                                                                                                                                                         
    13667;  2018122720;   2;0;     .9;   88;eor                                                                                                                                                         
    13667;  2018122721;   2;0;    -.2;   90;eor                                                                                                                                                         
    13667;  2018122722;   2;0;    -.2;   90;eor                                                                                                                                                         
    13667;  2018122723;   2;0;     .1;   89;eor                                                                                                                                                         
    13667;  2018122800;   2;0;     .5;   87;eor                                                                                                                                                         
    13667;  2018122801;   2;0;     .2;   87;eor                                                                                                                                                         
    13667;  2018122802;   2;0;     .4;   90;eor                                                                                                                                                         
    13667;  2018122803;   2;0;     .6;   89;eor                                                                                                                                                         
    13667;  2018122804;   2;0;     .4;   90;eor                                                                                                                                                         
    13667;  2018122805;   2;0;     .2;   92;eor                                                                                                                                                         
    13667;  2018122806;   2;0;    -.1;   92;eor                                                                                                                                                         
    13667;  2018122807;   2;0;     .1;   91;eor                                                                                                                                                         
    13667;  2018122808;   2;0;     .4;   88;eor                                                                                                                                                         
    13667;  2018122809;   2;0;     .8;   88;eor                                                                                                                                                         
    13667;  2018122810;   2;0;    1.1;   87;eor                                                                                                                                                         
    13667;  2018122811;   2;0;    1.4;   88;eor                                                                                                                                                         
    13667;  2018122812;   2;0;    1.3;   91;eor                                                                                                                                                         
    13667;  2018122813;   2;0;    1.2;   91;eor                                                                                                                                                         
    13667;  2018122814;   2;0;    1.9;   89;eor                                                                                                                                                         
    13667;  2018122815;   2;0;    1.6;   91;eor                                                                                                                                                         
    13667;  2018122816;   2;0;    1.3;   92;eor                                                                                                                                                         
    13667;  2018122817;   2;0;    1.2;   94;eor                                                                                                                                                         
    13667;  2018122818;   2;0;    1.0;   93;eor                                                                                                                                                         
    13667;  2018122819;   2;0;    1.2;   92;eor                                                                                                                                                         
    13667;  2018122820;   2;0;     .9;   91;eor                                                                                                                                                         
    13667;  2018122821;   2;0;     .8;   93;eor                                                                                                                                                         
    13667;  2018122822;   2;0;     .7;   93;eor                                                                                                                                                         
    13667;  2018122823;   2;0;    1.0;   90;eor                                                                                                                                                         
    13667;  2018122900;   2;0;     .8;   91;eor                                                                                                                                                         
    13667;  2018122901;   2;0;    1.0;   91;eor                                                                                                                                                         
    13667;  2018122902;   2;0;    1.0;   90;eor                                                                                                                                                         
    13667;  2018122903;   2;0;     .9;   86;eor                                                                                                                                                         
    13667;  2018122904;   2;0;     .8;   87;eor                                                                                                                                                         
    13667;  2018122905;   2;0;     .8;   88;eor                                                                                                                                                         
    13667;  2018122906;   2;0;     .8;   87;eor                                                                                                                                                         
    13667;  2018122907;   2;0;     .7;   88;eor                                                                                                                                                         
    13667;  2018122908;   2;0;     .7;   85;eor                                                                                                                                                         
    13667;  2018122909;   2;0;    1.0;   82;eor                                                                                                                                                         
    13667;  2018122910;   2;0;    1.3;   81;eor                                                                                                                                                         
    13667;  2018122911;   2;0;    1.7;   80;eor                                                                                                                                                         
    13667;  2018122912;   2;0;    1.9;   78;eor                                                                                                                                                         
    13667;  2018122913;   2;0;    1.9;   79;eor                                                                                                                                                         
    13667;  2018122914;   2;0;    1.7;   80;eor                                                                                                                                                         
    13667;  2018122915;   2;0;    1.5;   81;eor                                                                                                                                                         
    13667;  2018122916;   2;0;    1.3;   83;eor                                                                                                                                                         
    13667;  2018122917;   2;0;    1.3;   83;eor                                                                                                                                                         
    13667;  2018122918;   2;0;    1.2;   84;eor                                                                                                                                                         
    13667;  2018122919;   2;0;    1.4;   83;eor                                                                                                                                                         
    13667;  2018122920;   2;0;    1.5;   83;eor                                                                                                                                                         
    13667;  2018122921;   2;0;    1.3;   85;eor                                                                                                                                                         
    13667;  2018122922;   2;0;    1.4;   84;eor                                                                                                                                                         
    13667;  2018122923;   2;0;    1.7;   84;eor                                                                                                                                                         
    13667;  2018123000;   2;0;    1.8;   83;eor                                                                                                                                                         
    13667;  2018123001;   2;0;    2.1;   83;eor                                                                                                                                                         
    13667;  2018123002;   2;0;    2.2;   84;eor                                                                                                                                                         
    13667;  2018123003;   2;0;    2.5;   83;eor                                                                                                                                                         
    13667;  2018123004;   2;0;    3.0;   82;eor                                                                                                                                                         
    13667;  2018123005;   2;0;    3.2;   82;eor                                                                                                                                                         
    13667;  2018123006;   2;0;    3.4;   81;eor                                                                                                                                                         
    13667;  2018123007;   2;0;    3.3;   83;eor                                                                                                                                                         
    13667;  2018123008;   2;0;    3.4;   84;eor                                                                                                                                                         
    13667;  2018123009;   2;0;    3.3;   84;eor                                                                                                                                                         
    13667;  2018123010;   2;0;    3.8;   85;eor                                                                                                                                                         
    13667;  2018123011;   2;0;    4.2;   82;eor                                                                                                                                                         
    13667;  2018123012;   2;0;    4.7;   80;eor                                                                                                                                                         
    13667;  2018123013;   2;0;    5.1;   80;eor                                                                                                                                                         
    13667;  2018123014;   2;0;    5.0;   81;eor                                                                                                                                                         
    13667;  2018123015;   2;0;    5.2;   81;eor                                                                                                                                                         
    13667;  2018123016;   2;0;    4.9;   83;eor                                                                                                                                                         
    13667;  2018123017;   2;0;    4.5;   85;eor                                                                                                                                                         
    13667;  2018123018;   2;0;    4.5;   85;eor                                                                                                                                                         
    13667;  2018123019;   2;0;    4.7;   83;eor                                                                                                                                                         
    13667;  2018123020;   2;0;    4.8;   83;eor                                                                                                                                                         
    13667;  2018123021;   2;0;    4.8;   83;eor                                                                                                                                                         
    13667;  2018123022;   2;0;    4.3;   88;eor                                                                                                                                                         
    13667;  2018123023;   2;0;    4.3;   89;eor                                                                                                                                                         
    13667;  2018123100;   2;0;    4.4;   87;eor                                                                                                                                                         
    13667;  2018123101;   2;0;    4.4;   86;eor                                                                                                                                                         
    13667;  2018123102;   2;0;    4.4;   88;eor                                                                                                                                                         
    13667;  2018123103;   2;0;    4.2;   91;eor                                                                                                                                                         
    13667;  2018123104;   2;0;    4.6;   92;eor                                                                                                                                                         
    13667;  2018123105;   2;0;    4.6;   92;eor                                                                                                                                                         
    13667;  2018123106;   2;0;    5.1;   89;eor                                                                                                                                                         
    13667;  2018123107;   2;0;    4.9;   95;eor                                                                                                                                                         
    13667;  2018123108;   2;0;    4.8;   96;eor                                                                                                                                                         
    13667;  2018123109;   2;0;    5.2;   95;eor                                                                                                                                                         
    13667;  2018123110;   2;0;    5.6;   94;eor                                                                                                                                                         
    13667;  2018123111;   2;0;    5.8;   96;eor                                                                                                                                                         
    13667;  2018123112;   2;0;    6.5;   93;eor                                                                                                                                                         
    13667;  2018123113;   2;0;    7.1;   92;eor                                                                                                                                                         
    13667;  2018123114;   2;0;    6.6;   95;eor                                                                                                                                                         
    13667;  2018123115;   2;0;    6.7;   94;eor                                                                                                                                                         
    13667;  2018123116;   2;0;    6.6;   94;eor                                                                                                                                                         
    13667;  2018123117;   2;0;    6.5;   96;eor                                                                                                                                                         
    13667;  2018123118;   2;0;    6.4;   97;eor                                                                                                                                                         
    13667;  2018123119;   2;0;    6.2;   99;eor                                                                                                                                                         
    13667;  2018123120;   2;0;    6.2;   98;eor                                                                                                                                                         
    13667;  2018123121;   2;0;    6.0;   99;eor                                                                                                                                                         
    13667;  2018123122;   2;0;    5.9;   98;eor                                                                                                                                                         
    13667;  2018123123;   2;0;    5.9;   99;eor                                                                                                                                                         
    13667;  2019010100;   2;0;    5.9;   99;eor                                                                                                                                                         
    13667;  2019010101;   2;0;    5.9;   99;eor                                                                                                                                                         
    13667;  2019010102;   2;0;    6.1;   94;eor                                                                                                                                                         
    13667;  2019010103;   2;0;    6.0;   93;eor                                                                                                                                                         
    13667;  2019010104;   2;0;    5.8;   98;eor                                                                                                                                                         
    13667;  2019010105;   2;0;    5.8;   99;eor                                                                                                                                                         
    13667;  2019010106;   2;0;    6.0;   95;eor                                                                                                                                                         
    13667;  2019010107;   2;0;    6.0;   93;eor                                                                                                                                                         
    13667;  2019010108;   2;0;    5.7;   93;eor                                                                                                                                                         
    13667;  2019010109;   2;0;    5.7;   97;eor                                                                                                                                                         
    13667;  2019010110;   2;0;    5.5;   96;eor                                                                                                                                                         
    13667;  2019010111;   2;0;    5.4;   95;eor                                                                                                                                                         
    13667;  2019010112;   2;0;    5.7;   88;eor                                                                                                                                                         
    13667;  2019010113;   2;0;    6.1;   86;eor                                                                                                                                                         
    13667;  2019010114;   2;0;    6.4;   85;eor                                                                                                                                                         
    13667;  2019010115;   2;0;    6.4;   85;eor                                                                                                                                                         
    13667;  2019010116;   2;0;    6.3;   82;eor                                                                                                                                                         
    13667;  2019010117;   2;0;    6.1;   84;eor                                                                                                                                                         
    13667;  2019010118;   2;0;    6.2;   81;eor                                                                                                                                                         
    13667;  2019010119;   2;0;    6.1;   79;eor                                                                                                                                                         
    13667;  2019010120;   2;0;    5.7;   83;eor                                                                                                                                                         
    13667;  2019010121;   2;0;    5.4;   87;eor                                                                                                                                                         
    13667;  2019010122;   2;0;    5.4;   86;eor                                                                                                                                                         
    13667;  2019010123;   2;0;    5.2;   90;eor                                                                                                                                                         
    13667;  2019010200;   2;0;    4.9;   94;eor                                                                                                                                                         
    13667;  2019010201;   2;0;    4.7;   94;eor                                                                                                                                                         
    13667;  2019010202;   2;0;    3.9;   89;eor                                                                                                                                                         
    13667;  2019010203;   2;0;    3.8;   87;eor                                                                                                                                                         
    13667;  2019010204;   2;0;    3.6;   80;eor                                                                                                                                                         
    13667;  2019010205;   2;0;    2.7;   89;eor                                                                                                                                                         
    13667;  2019010206;   2;0;    2.6;   89;eor                                                                                                                                                         
    13667;  2019010207;   2;0;    2.6;   85;eor                                                                                                                                                         
    13667;  2019010208;   2;0;    2.6;   87;eor                                                                                                                                                         
    13667;  2019010209;   2;0;    2.9;   85;eor                                                                                                                                                         
    13667;  2019010210;   2;0;    3.8;   71;eor                                                                                                                                                         
    13667;  2019010211;   2;0;    4.4;   64;eor                                                                                                                                                         
    13667;  2019010212;   2;0;    4.7;   66;eor                                                                                                                                                         
    13667;  2019010213;   2;0;    5.1;   61;eor                                                                                                                                                         
    13667;  2019010214;   2;0;    5.2;   58;eor                                                                                                                                                         
    13667;  2019010215;   2;0;    4.4;   65;eor                                                                                                                                                         
    13667;  2019010216;   2;0;    3.8;   67;eor                                                                                                                                                         
    13667;  2019010217;   2;0;    3.8;   68;eor                                                                                                                                                         
    13667;  2019010218;   2;0;    3.7;   68;eor                                                                                                                                                         
    13667;  2019010219;   2;0;    3.1;   73;eor                                                                                                                                                         
    13667;  2019010220;   2;0;    3.0;   76;eor                                                                                                                                                         
    13667;  2019010221;   2;0;    2.6;   79;eor                                                                                                                                                         
    13667;  2019010222;   2;0;    2.1;   79;eor                                                                                                                                                         
    13667;  2019010223;   2;0;     .8;   87;eor                                                                                                                                                         
    13667;  2019010300;   2;0;     .0;   91;eor                                                                                                                                                         
    13667;  2019010301;   2;0;    -.4;   92;eor                                                                                                                                                         
    13667;  2019010302;   2;0;     .0;   87;eor                                                                                                                                                         
    13667;  2019010303;   2;0;    -.9;   91;eor                                                                                                                                                         
    13667;  2019010304;   2;0;   -1.0;   87;eor                                                                                                                                                         
    13667;  2019010305;   2;0;   -1.0;   84;eor                                                                                                                                                         
    13667;  2019010306;   2;0;   -1.3;   83;eor                                                                                                                                                         
    13667;  2019010307;   2;0;   -1.2;   77;eor                                                                                                                                                         
    13667;  2019010308;   2;0;   -1.5;   78;eor                                                                                                                                                         
    13667;  2019010309;   2;0;    -.7;   72;eor                                                                                                                                                         
    13667;  2019010310;   2;0;     .1;   69;eor                                                                                                                                                         
    13667;  2019010311;   2;0;    1.8;   61;eor                                                                                                                                                         
    13667;  2019010312;   2;0;    2.0;   70;eor                                                                                                                                                         
    13667;  2019010313;   2;0;    2.2;   64;eor                                                                                                                                                         
    13667;  2019010314;   2;0;    2.4;   55;eor                                                                                                                                                         
    13667;  2019010315;   2;0;    2.2;   60;eor                                                                                                                                                         
    13667;  2019010316;   2;0;    1.9;   59;eor                                                                                                                                                         
    13667;  2019010317;   2;0;    2.0;   62;eor                                                                                                                                                         
    13667;  2019010318;   2;0;    1.7;   66;eor                                                                                                                                                         
    13667;  2019010319;   2;0;    1.2;   70;eor                                                                                                                                                         
    13667;  2019010320;   2;0;    1.3;   72;eor                                                                                                                                                         
    13667;  2019010321;   2;0;    1.4;   75;eor                                                                                                                                                         
    13667;  2019010322;   2;0;     .2;   90;eor                                                                                                                                                         
    13667;  2019010323;   2;0;     .5;   87;eor                                                                                                                                                         
    13667;  2019010400;   2;0;     .8;   84;eor                                                                                                                                                         
    13667;  2019010401;   2;0;     .8;   87;eor                                                                                                                                                         
    13667;  2019010402;   2;0;     .6;   88;eor                                                                                                                                                         
    13667;  2019010403;   2;0;     .3;   90;eor                                                                                                                                                         
    13667;  2019010404;   2;0;    -.2;   92;eor                                                                                                                                                         
    13667;  2019010405;   2;0;    -.3;   94;eor                                                                                                                                                         
    13667;  2019010406;   2;0;    -.4;   90;eor                                                                                                                                                         
    13667;  2019010407;   2;0;    -.6;   93;eor                                                                                                                                                         
    13667;  2019010408;   2;0;    -.2;   91;eor                                                                                                                                                         
    13667;  2019010409;   2;0;     .3;   84;eor                                                                                                                                                         
    13667;  2019010410;   2;0;    1.2;   81;eor                                                                                                                                                         
    13667;  2019010411;   2;0;    2.1;   78;eor                                                                                                                                                         
    13667;  2019010412;   2;0;    2.5;   77;eor                                                                                                                                                         
    13667;  2019010413;   2;0;    3.8;   68;eor                                                                                                                                                         
    13667;  2019010414;   2;0;    3.4;   74;eor                                                                                                                                                         
    13667;  2019010415;   2;0;    2.9;   76;eor                                                                                                                                                         
    13667;  2019010416;   2;0;    2.5;   79;eor                                                                                                                                                         
    13667;  2019010417;   2;0;    2.2;   80;eor                                                                                                                                                         
    13667;  2019010418;   2;0;    1.9;   80;eor                                                                                                                                                         
    13667;  2019010419;   2;0;    1.8;   83;eor                                                                                                                                                         
    13667;  2019010420;   2;0;    1.9;   80;eor                                                                                                                                                         
    13667;  2019010421;   2;0;    2.1;   77;eor                                                                                                                                                         
    13667;  2019010422;   2;0;    2.4;   74;eor                                                                                                                                                         
    13667;  2019010423;   2;0;    2.3;   76;eor                                                                                                                                                         
    13667;  2019010500;   2;0;    2.0;   81;eor                                                                                                                                                         
    13667;  2019010501;   2;0;    1.7;   83;eor                                                                                                                                                         
    13667;  2019010502;   2;0;    1.8;   82;eor                                                                                                                                                         
    13667;  2019010503;   2;0;    1.9;   82;eor                                                                                                                                                         
    13667;  2019010504;   2;0;    1.8;   84;eor                                                                                                                                                         
    13667;  2019010505;   2;0;    1.8;   81;eor                                                                                                                                                         
    13667;  2019010506;   2;0;    1.7;   81;eor                                                                                                                                                         
    13667;  2019010507;   2;0;    1.0;   92;eor                                                                                                                                                         
    13667;  2019010508;   2;0;    1.0;   95;eor                                                                                                                                                         
    13667;  2019010509;   2;0;     .9;   97;eor                                                                                                                                                         
    13667;  2019010510;   2;0;    1.7;   92;eor                                                                                                                                                         
    13667;  2019010511;   2;0;    1.7;   94;eor                                                                                                                                                         
    13667;  2019010512;   2;0;    1.8;   91;eor                                                                                                                                                         
    13667;  2019010513;   2;0;    2.0;   96;eor                                                                                                                                                         
